0,1,2,3,4,5,6,7,8,JV_default_PCE
-0.035983175,0.0066722133,0.017430456,-0.0013459682,3.7071557,3.5368967,1.5994822,69.07871,0.09130387,12.240024
-0.03589775,0.0066028987,0.017383901,-0.0013970553,0.96435755,2.9641688,1.6004066,65.37615,0.06939098,17.864283
-0.035813473,0.006726869,0.017057842,-0.0015597565,0.00395542,2.8343525,1.5979401,123.74859,0.1261815,20.384733
-0.03597748,0.0066838623,0.017454717,-0.001363901,3.7043207,3.4185944,1.5993108,98.6378,0.09596461,15.606635
-0.03595782,0.006627813,0.017496118,-0.001314718,0.5462372,3.0349338,1.599792,99.764786,0.09492712,13.356923
-0.036090713,0.0067231674,0.017521074,-0.0013785443,3.710809,3.272607,1.5996428,69.19039,0.056467846,12.475223
-0.035967484,0.006668757,0.017458808,-0.0013302201,0.4821328,2.7605271,1.6000146,99.20372,0.10240472,12.471357
-0.03608299,0.0067383125,0.017490918,-0.0014451155,3.7122223,3.4890606,1.5999546,68.917274,0.087293595,11.263461
-0.03603429,0.0066874037,0.017359592,-0.0014190569,3.7119033,2.8730347,1.5520698,68.810425,0.07681925,11.081403
0.017189855,0.01916695,0.0026406588,-0.0051662955,0.6009966,3.7587678,1.599812,100.66067,0.11105416,15.2676525
-0.0359898,0.006700842,0.017515235,-0.0013528714,3.705303,3.0490963,1.5486795,69.25842,0.0901622,13.70954
-0.036089126,0.0066587776,0.017424872,-0.001375348,4.0,2.6419036,1.5991142,99.81704,0.062481117,14.039599
0.029446404,0.025692377,0.012927891,0.006101269,0.85225314,3.2319436,1.4738259,46.1175,0.11121794,14.664612
-0.036048997,0.006680712,0.017435832,-0.0014011946,4.0,2.6765087,1.5995247,99.284966,0.05374037,14.298874
-0.035978604,0.006598009,0.017382577,-0.0013714939,4.0,2.9408379,1.6001631,99.82326,0.13947034,12.643979
-0.03605319,0.0066610514,0.017487014,-0.001366543,3.6964288,3.3955173,1.4957707,97.547295,0.09339853,10.905446
-0.035912424,0.0066968524,0.017213954,-0.0015843764,0.80802715,2.979763,1.5996484,121.93523,0.044957433,10.9663
-0.036126155,0.006700788,0.017404495,-0.0015334924,0.9675904,4.010099,1.6002288,99.357254,0.06096707,19.810366
-0.03602631,0.0066778795,0.017429918,-0.0014038036,-0.0030074231,2.9763532,1.6000954,96.42572,0.106633015,11.497921
-0.035992242,0.0066255615,0.01749592,-0.0013290535,0.60812265,2.9924116,1.5997866,98.80178,0.09002822,18.386839
-0.035939083,0.0066433256,0.017306497,-0.0015694862,0.2845931,2.8741007,1.5990326,117.11694,0.07269597,17.53297
-0.036302265,0.0068553663,0.017536882,-0.0012182322,3.9617562,3.443125,1.4895142,106.87643,0.09260944,14.404529
-0.035917625,0.0066055134,0.017402874,-0.0013409221,0.003987716,3.023495,1.5992991,99.95057,0.06588623,12.172595
-0.036007572,0.0066505405,0.01743701,-0.0013797043,0.5577371,2.683027,1.5995448,98.7596,0.085765965,17.924122
-0.03600454,0.00668326,0.017502053,-0.001452021,0.91489923,3.0305703,1.6005821,94.11258,0.11746555,17.00205
-0.035974346,0.0066051777,0.017329084,-0.0013490824,4.0,2.9147875,1.6001087,99.84714,0.1195614,11.911897
-0.03592326,0.0066093085,0.017314442,-0.0013591541,3.7116888,4.121904,1.5985385,67.75603,0.051537603,10.5029125
-0.036002938,0.0065133283,0.017631082,-0.001227232,0.8995696,3.5873518,1.6006285,100.73302,0.09065961,10.138298
-0.035946686,0.0066405237,0.017342517,-0.0014414154,0.006378964,3.5436945,1.5998241,99.47972,0.06662716,11.334214
-0.03593279,0.0066213044,0.017483251,-0.0012993519,3.6992524,4.180905,1.5991856,96.85133,0.10217479,15.123748
-0.036041167,0.006683715,0.01756021,-0.0012966677,-0.005083373,3.0125167,1.5998653,99.492615,0.111845516,12.037481
-0.03602483,0.00660819,0.017389957,-0.0013528535,4.0,3.9490917,1.5993749,98.765495,0.07305428,12.405497
-0.03601012,0.0066395737,0.01750338,-0.0013227052,0.002054319,3.0350685,1.5995768,99.269035,0.09166111,12.9133005
-0.035901166,0.0065760557,0.017345153,-0.0013789413,0.6237765,2.5112665,1.6002289,97.11223,0.065919004,19.464117
-0.035954885,0.006617465,0.017346554,-0.0013359183,4.0,3.7191963,1.5994987,99.57142,0.100082874,11.231717
-0.03600622,0.006675747,0.01745892,-0.001361323,3.7039135,3.1707177,1.599914,68.98044,0.077842556,13.648792
-0.036062602,0.0066844905,0.017510196,-0.0013472312,3.7104259,3.3011062,1.5991734,70.19671,0.05609273,11.045561
-0.03593722,0.0065970835,0.01737578,-0.0013346351,4.0,3.9975574,1.5995913,99.51238,0.09654474,11.402689
-0.035883904,0.0065611615,0.017367188,-0.0013464829,0.9465276,2.9418485,1.5556906,99.01201,0.08947729,11.905362
-0.035902765,0.0066415835,0.01730208,-0.001420107,3.7053719,3.52722,1.592799,114.14148,0.062912606,16.812954
-0.03596783,0.0065922574,0.017508592,-0.0012920658,0.592302,3.00384,1.5998539,97.87514,0.10785586,15.004557
-0.03611519,0.006723578,0.017544413,-0.0013755646,3.7119808,3.479164,1.599564,69.58173,0.14161791,11.76915
-0.036102887,0.0066901767,0.017555023,-0.001363189,0.7346674,3.0791042,1.6000873,104.96274,0.028327255,13.20306
-0.0360447,0.0066653206,0.017456269,-0.0013520744,4.0,3.699193,1.5993942,99.771385,0.068385914,13.878248
-0.03591763,0.0066677732,0.017372673,-0.0013449725,3.7043834,4.2556305,1.5989974,69.36777,0.12163805,15.67487
-0.036049563,0.006674964,0.017457666,-0.0013840735,-0.001338552,3.4377658,1.5992135,100.0353,0.08843181,16.670294
-0.036093373,0.006701895,0.017474074,-0.0014014831,4.0,2.7992222,1.599746,99.58071,0.085229576,18.47385
-0.03588624,0.006618107,0.01724766,-0.0013755679,2.478775,3.2247543,1.6004446,101.28469,0.07060191,10.413109
-0.035985667,0.00670621,0.017456163,-0.0013492595,3.7106836,3.424794,1.5666087,67.96888,0.089752994,16.24473
-0.035894286,0.006492963,0.017336123,-0.001228445,4.0,2.6257577,1.545348,100.88479,0.13647276,16.860712
-0.035951342,0.0066158324,0.017405536,-0.0013572349,0.0034089438,3.0027544,1.5989937,99.42622,0.0675625,16.588306
-0.036010887,0.0066870153,0.017472986,-0.0013406058,0.32756826,2.9558005,1.5994797,99.353355,0.08860835,12.595685
-0.036028344,0.0066424403,0.017381001,-0.0013568378,4.0,3.760504,1.5994232,99.616165,0.04040731,13.149053
-0.03598249,0.006645693,0.017428124,-0.0014113125,0.59935033,3.7622855,1.5997082,99.68367,0.11618596,14.583906
-0.035987437,0.006645389,0.017469235,-0.0013516396,0.58570796,2.8867872,1.5997769,97.01517,0.09721225,17.2302
-0.036050156,0.00656127,0.017345537,-0.0013987286,0.9202617,2.8020425,1.5563992,99.64291,0.035599247,10.356477
-0.03588502,0.0066510076,0.01740795,-0.0013563114,3.7064157,3.4748135,1.5992002,98.06022,0.09108443,10.840639
-0.03594135,0.0066419696,0.017464902,-0.0013653707,3.7046213,3.0764446,1.5312784,71.72924,0.1686042,11.026548
-0.035968814,0.006556363,0.01716704,-0.0013765245,4.0,2.4248977,1.5985368,99.67306,0.075833365,10.505009
-0.03617938,0.0066476916,0.017698592,-0.0013122237,4.0,2.169629,1.5997096,98.68356,0.06112775,16.785824
-0.035918936,0.0066200574,0.017341882,-0.0013952494,0.004225654,3.0217702,1.5985456,99.875046,0.060353324,16.296232
-0.03573305,0.00651449,0.017364733,-0.0013400477,0.008461824,3.0228443,1.560198,99.550995,0.0950816,11.263392
-0.0358812,0.0066608097,0.017384863,-0.0013861929,3.6918569,2.8056314,1.5993775,92.40778,0.10736381,14.401605
-0.035959072,0.0066726417,0.017347835,-0.0013854767,4.0,4.009254,1.5994916,92.53675,0.061355297,10.329211
-0.036030054,0.006582463,0.017370662,-0.0013884129,4.0,2.9141283,1.6000007,99.54308,0.08162087,12.510853
-0.035974193,0.006637887,0.017535774,-0.0013372952,0.9608909,3.7774932,1.6000668,99.494125,0.05011117,15.751165
-0.036134668,0.006685114,0.017573634,-0.001325553,0.9273555,3.313699,1.599187,101.27655,0.051788397,13.512744
-0.03593679,0.0066272337,0.017374102,-0.0013556787,0.0029604065,2.9685,1.5988699,99.69938,0.056835808,16.214235
-0.035992123,0.0066476287,0.0172901,-0.001429407,4.0,3.8316762,1.5996884,99.56296,0.035337847,12.7443905
-0.035878275,0.006648842,0.017292563,-0.0014104168,0.004087458,2.5130007,1.5991137,99.53919,0.069566324,12.092937
-0.03611638,0.0066425037,0.017432638,-0.001463027,0.44337335,3.165165,1.6024656,79.68974,0.05387828,15.958025
-0.03592626,0.0067023668,0.017308395,-0.0014408791,3.9999993,4.0470953,1.5993353,96.49084,0.1778016,15.567432
-0.035971195,0.0066673975,0.017393801,-0.0013803327,4.0,3.0288994,1.6002077,82.30005,0.076806374,16.396217
-0.0359866,0.006662441,0.017485915,-0.001315617,-0.0056713084,3.025232,1.5999776,98.79469,0.10060151,14.340128
-0.036053404,0.0066934875,0.01752542,-0.001326512,3.994799,3.3859496,1.5996406,98.797386,0.073833235,20.461746
-0.035974845,0.006716173,0.017368855,-0.0014465079,-0.001199905,2.5318599,1.5990785,99.509094,0.1013863,13.340825
-0.03599877,0.006635005,0.017483398,-0.0013522321,0.6002609,3.1944005,1.5997216,99.00572,0.08991868,17.422626
-0.036075607,0.0066148033,0.017395971,-0.0014430679,0.5502105,3.2294853,1.5711178,99.20553,0.10745643,13.712286
-0.035931088,0.0066135274,0.017374737,-0.0013723022,0.9920534,3.0069063,1.5991765,99.38857,0.059217848,15.855142
-0.036156837,0.006386929,0.017484851,-0.001544918,0.8966188,3.0585613,1.601955,79.69426,0.08310476,16.832497
-0.035979312,0.007078932,0.016718918,-0.0017398222,0.49448746,3.8689778,1.5927619,50.51828,0.15787774,15.477544
-0.036025405,0.0067100655,0.01751543,-0.0013376969,3.709518,3.33948,1.5488448,70.15058,0.098944664,15.412784
-0.036030438,0.0066098273,0.017295144,-0.0015011549,0.54339284,3.3848624,1.5991315,99.93991,0.063552104,18.50946
-0.036077484,0.0066902135,0.017612448,-0.0013398154,3.707761,3.038836,1.5470525,68.91808,0.09530152,11.8313265
-0.036213446,0.0067132995,0.017767515,-0.0013464753,4.0,3.0629687,1.6000729,93.49749,0.019709643,10.285804
-0.036051825,0.0068228235,0.017221402,-0.0016061368,-0.0017642569,3.1530948,1.6006017,84.54281,0.103736274,12.333371
0.013768286,0.0154612595,-0.0007430995,0.00190398,0.57637596,3.3783896,1.5738304,98.38626,0.1107719,14.343056
-0.03607696,0.006670419,0.017462717,-0.0013848256,0.27840385,3.3940241,1.5993421,99.62159,0.098299325,16.342133
-0.035983987,0.006570421,0.017515913,-0.0013291456,0.6146936,3.6115005,1.6000212,99.49058,0.040837854,14.411031
-0.035987627,0.0067520943,0.01735366,-0.001505616,0.0071851593,2.8968306,1.5384263,97.862236,0.109983295,14.098086
-0.03595468,0.00658286,0.017373715,-0.001316879,4.0,3.8792179,1.5996984,99.74303,0.09100278,11.60101
-0.035965696,0.00666534,0.017384717,-0.0013911895,3.9973729,3.8012905,1.5993463,96.80158,0.087329,13.274854
-0.03604668,0.006650556,0.017515829,-0.0013285563,0.40151054,2.8924603,1.599357,96.12793,0.0863635,17.94793
-0.03583384,0.006653978,0.017254611,-0.0015523736,0.7450417,3.4208167,1.5544163,103.207535,0.068730034,11.769334
-0.035990786,0.006627447,0.017488902,-0.0013225249,0.49709412,3.0117824,1.5996187,99.751205,0.08304099,14.990512
-0.036173396,0.0067193364,0.017336102,-0.0017024842,0.28706697,2.84296,1.598432,111.83358,0.028484713,18.421143
0.030222077,0.025849026,0.013718799,0.0068204724,0.6720221,3.0285587,1.4757576,49.033733,0.10077637,16.636105
0.015824294,0.01706665,0.00021349176,-0.0050963834,0.6141082,3.7529755,1.5990151,100.192535,0.16349219,16.989988
-0.03604067,0.0066337883,0.017424522,-0.0013878766,0.54896396,2.9957209,1.5994538,100.54677,0.08565082,17.6659
-0.035958666,0.0066277254,0.017481657,-0.0013104995,0.0023490377,3.0245562,1.5996268,99.67816,0.088579975,12.339819
-0.03605094,0.006719102,0.017490743,-0.0013758602,0.00677042,3.0551746,1.5996612,99.24727,0.0478935,10.281992
-0.035911016,0.0064957566,0.017608888,-0.0012225674,0.6424585,3.391584,1.6041883,98.44911,0.015589228,13.078893
0.014660355,0.015127233,-0.00081415643,-0.004843191,0.6080272,3.7805922,1.6051316,100.39637,0.16521876,15.298719
-0.036148258,0.0067254156,0.017519655,-0.0013924539,4.0,2.825239,1.5997076,84.84265,0.073395066,16.383856
0.031633362,0.026224552,0.015307819,0.008094004,0.8310841,3.008341,1.4442313,39.07324,0.06530764,14.501193
-0.035954483,0.006698208,0.017363532,-0.0013986842,3.7076213,3.008731,1.5991106,99.94265,0.081735305,12.8669405
-0.036033228,0.0066272235,0.017258132,-0.0014109442,4.0,3.904802,1.5496659,100.074005,0.074529946,14.330886
-0.03611517,0.0067110946,0.017466923,-0.0014271054,0.001150635,3.7950487,1.599256,99.62227,0.1306011,15.765923
-0.035971787,0.0065448824,0.017450154,-0.001328817,0.0048340186,2.9822013,1.5991483,99.39072,0.034608837,12.67709
-0.03604871,0.0066342843,0.017512985,-0.0013545059,0.54983014,3.5759552,1.5997031,98.601,0.09309743,17.585455
-0.035933167,0.0066659083,0.017284522,-0.00140522,1.0031377,3.158847,1.5988933,106.99896,0.13636751,14.345056
-0.035894904,0.0066586696,0.017338665,-0.001413802,-0.00018641488,2.3694954,1.5995184,100.06004,0.10992691,13.070706
-0.036124196,0.0067176204,0.017624816,-0.0013082247,4.0,3.6107724,1.599158,94.475655,0.030985713,16.44538
-0.035935823,0.0066359215,0.017336188,-0.0013890639,3.7085283,3.7516599,1.5985048,99.120895,0.056306332,14.338129
-0.036084726,0.006666546,0.017443812,-0.0013985723,0.6166959,3.6874063,1.5993665,99.01637,0.07991182,17.436058
-0.03616299,0.0067603313,0.017602148,-0.0013960496,2.8326583,3.4166012,1.5995075,87.678986,0.042116243,15.475998
-0.035941098,0.006646008,0.017415114,-0.0013429145,-0.0022850467,2.9853826,1.5989996,99.14879,0.07047914,16.738949
-0.035996795,0.0067449184,0.017371405,-0.0014266857,3.7056253,3.0308714,1.5991448,101.246,0.11913193,12.328761
-0.035847973,0.0065192576,0.017453648,-0.0012650653,0.6206935,2.9483778,1.6003177,98.991196,0.04254917,17.421562
-0.0360222,0.0065796464,0.017633481,-0.0012581702,0.62641317,3.2735443,1.6009384,100.11048,0.046930507,11.675918
-0.03602481,0.006625248,0.017502826,-0.0013151425,0.5063861,2.9299634,1.5995041,97.40485,0.08063714,18.495901
-0.035927486,0.006626145,0.017398654,-0.0013288382,0.00064741995,2.7979302,1.5995302,99.30558,0.09327003,10.4348545
-0.03591756,0.0066135093,0.01731936,-0.0013697743,3.7037022,4.162087,1.5985312,76.12452,0.048793204,10.833034
-0.035873283,0.006612906,0.017303603,-0.0013828105,0.6001069,2.8504865,1.5991901,62.544605,0.08188943,15.742371
-0.036075283,0.006733065,0.017461387,-0.0014152165,3.7049193,3.4939573,1.5996727,68.85859,0.11930893,14.588608
0.025364712,0.025258834,0.0076236688,0.005606138,2.914724,3.4063299,1.4953249,42.22739,0.09264329,12.286072
-0.036049485,0.0066766767,0.01747644,-0.0013833615,4.0,2.6830218,1.5994633,99.50984,0.047987193,17.935463
-0.03609815,0.006702503,0.017607203,-0.0013324562,3.4165766,3.2586923,1.600003,77.96058,0.053118043,13.556607
-0.035950646,0.006665847,0.017272644,-0.0014649726,4.0,2.7679093,1.5996214,99.4434,0.05108978,12.306039
-0.03603646,0.0066975937,0.017526463,-0.0013148271,0.005715471,3.0494838,1.6355568,98.541504,0.09768606,15.350846
-0.035914645,0.006597219,0.017447852,-0.0013263085,0.6101172,2.7098334,1.5998169,98.547,0.079795964,18.431074
-0.03603353,0.00676608,0.017210944,-0.0016379752,0.9329612,2.5149293,1.6005226,65.60555,0.1241679,15.602261
-0.03603951,0.006675771,0.01740603,-0.0014344343,0.33686903,3.2634144,1.5536919,97.63412,0.11679435,19.045864
-0.03592314,0.0066208043,0.017340945,-0.001385072,3.7083654,3.7277029,1.5985715,99.6491,0.054697644,13.6755705
-0.03618078,0.006638381,0.01744046,-0.0016130904,0.9458592,3.0443628,1.5682915,94.717926,0.07422814,18.738342
-0.03609822,0.0066977656,0.017453207,-0.0014202264,4.0,2.872502,1.5997812,99.28443,0.06552684,17.889332
-0.03590814,0.0065500485,0.017402649,-0.0012995587,0.37714157,2.9087944,1.5992229,97.919014,0.08187548,18.424673
-0.03595522,0.0065616965,0.017373674,-0.0013619888,0.0078107985,3.0139487,1.5990714,99.268265,0.032650065,11.399703
-0.03609907,0.0067112003,0.017527012,-0.001389723,-0.0049097263,3.7502894,1.5993137,99.52587,0.110201545,16.343758
-0.036054112,0.0066792057,0.017520497,-0.0013699085,0.2864231,3.5234675,1.5995206,98.02231,0.109648824,19.014277
-0.03592909,0.006518705,0.017362367,-0.0012893067,4.0,3.0879514,1.5499223,100.391495,0.0995298,13.13292
-0.035973515,0.006705762,0.017427614,-0.0013746468,4.0,3.6735723,1.599672,83.62455,0.101201065,12.865477
-0.035977792,0.006642437,0.017520892,-0.0012814254,-0.0019065089,3.0541568,1.5998689,99.31785,0.10668594,13.878482
-0.03599861,0.0065820226,0.017450951,-0.0013200801,3.785494,3.9646482,1.5987754,98.33246,0.03485498,12.109143
-0.035904586,0.0066561284,0.017410928,-0.001309839,3.6992965,3.1306481,1.5998636,70.50126,0.1193683,16.294737
0.01533899,0.016421292,0.0004220321,-0.0051976424,0.57883984,3.5590348,1.6038512,98.81583,0.09125202,10.447689
-0.036087234,0.0067226808,0.01743266,-0.0014056619,3.7246232,3.3067904,1.5991838,69.31288,0.039462198,10.107631
-0.035948213,0.0066595753,0.017293775,-0.0014398837,0.59533674,2.8530793,1.5986844,62.951653,0.07576745,16.285757
-0.03599439,0.0066588074,0.017484933,-0.0013423021,0.9803363,2.9865701,1.5995648,99.63422,0.093529165,13.240055
-0.035885815,0.0066403253,0.017407492,-0.0013541462,-0.003735658,2.750497,1.5999333,100.005585,0.11836489,12.053327
-0.035959274,0.0066476986,0.017331224,-0.001395951,0.0004851894,3.0295208,1.5988643,99.70719,0.06372029,13.438207
-0.036133792,0.0067445836,0.017483246,-0.0014160433,3.7095947,3.5209928,1.5993525,68.73136,0.09702475,14.779513
-0.035852853,0.006781135,0.017025238,-0.0014934902,4.0,3.7149684,1.5007678,85.928116,0.094216935,16.636818
-0.035973392,0.006591334,0.017448751,-0.0013589506,0.8758622,3.1079967,1.5991858,99.18864,0.05680565,16.254705
-0.036011096,0.0066494383,0.017469302,-0.0013275743,4.0,3.654334,1.5995125,98.92599,0.07899901,12.905615
0.029392766,0.025806094,0.014672193,0.006406712,0.9560679,3.3943179,1.4777888,47.130245,0.11270838,13.901464
-0.03592508,0.006659106,0.017337099,-0.0014192326,4.0,2.99581,1.6001009,100.00425,0.15934446,10.349328
-0.035970673,0.0066089416,0.01735614,-0.0013911787,0.39134258,2.947764,1.5834986,96.79676,0.07728793,19.947592
-0.0359954,0.006637227,0.017312065,-0.0014450471,0.012311944,2.7370064,1.6265433,99.844536,0.028855896,16.684439
-0.036003616,0.0066363085,0.017507054,-0.0013174285,0.4602817,2.9337413,1.5996156,97.303215,0.091578506,17.78287
-0.036018882,0.006721795,0.017488822,-0.0013505074,4.0,3.9400868,1.5991434,99.97203,0.13015613,17.610096
-0.0360057,0.006673908,0.017555257,-0.0013045246,-0.006445208,3.039719,1.6194543,99.81447,0.1160024,13.400841
0.015315407,0.013911255,-0.0021486792,-0.0054327166,0.6037797,3.6706572,1.6260681,98.66078,0.15344492,15.776784
-0.035964116,0.006673872,0.017413193,-0.0013635473,0.00028089914,3.053651,1.5998648,100.00378,0.080287054,10.180217
-0.035991427,0.006667534,0.017386483,-0.0014227835,3.7044353,3.0481234,1.5777575,70.44168,0.0661307,14.23421
-0.035939783,0.0066350414,0.017417682,-0.001383445,0.9517763,3.2180839,1.599619,99.94246,0.09105165,18.772459
-0.03593624,0.0066845687,0.017446565,-0.0013660218,3.708652,3.668095,1.5995581,99.03249,0.16091609,14.840039
-0.03601523,0.0066632368,0.017511401,-0.0013004802,0.9432174,2.9580002,1.5998267,99.31518,0.10338047,12.831056
-0.035871763,0.0066240025,0.01733002,-0.0013979396,0.015937496,3.2621677,1.5951699,118.062675,0.1112643,10.875308
-0.036035407,0.006667421,0.017330332,-0.001469947,0.8833364,3.9127684,1.5995215,100.2259,0.08568014,17.221525
-0.035983432,0.006596806,0.017473254,-0.0013123234,0.5797191,2.9340105,1.5998598,96.34572,0.08322146,19.219172
-0.03597946,0.0066056233,0.01744592,-0.001297037,0.3596921,2.9545033,1.5990225,97.29645,0.06615311,19.02855
-0.03601257,0.0066428715,0.017514551,-0.0013423011,0.97730994,3.038309,1.5996264,100.0495,0.091491014,15.071918
0.014893884,0.016588897,0.00042819645,-0.006492564,0.6222266,3.6542609,1.6648351,99.76836,0.042952295,17.09837
-0.036006395,0.0066136788,0.017376311,-0.0013501679,4.0,3.3516366,1.5997654,98.46282,0.045215257,13.126341
-0.036057703,0.006628922,0.017509397,-0.0014325137,0.9704297,3.1430542,1.6019297,64.16532,0.06181075,14.864871
-0.03591044,0.0066267857,0.017397502,-0.0013230531,3.7055264,4.094862,1.5988723,69.13891,0.1010392,13.900324
-0.036027472,0.0067026666,0.01745386,-0.0013912362,4.0,2.6133106,1.599513,99.33212,0.0702144,17.4415
-0.035934366,0.006629914,0.017415687,-0.0013308249,4.0,3.9967082,1.5992972,87.29811,0.082279555,12.110132
-0.03605452,0.00644724,0.017747639,-0.0011844272,0.9665343,3.6520126,1.6089092,97.457,0.012918373,14.220025
-0.035863485,0.0065351594,0.017368399,-0.0012742738,0.009239328,3.7224686,1.6006156,99.10994,0.058379296,10.0721245
-0.036009327,0.0066100378,0.017475795,-0.0013218775,0.9655861,3.022215,1.5995905,99.58114,0.04298412,10.88501
-0.035998933,0.0066862334,0.017445505,-0.0013672304,3.7060528,3.629399,1.5995504,68.95079,0.1028218,13.943887
-0.03600238,0.006616199,0.017437292,-0.0013547372,0.46875396,2.769951,1.5996135,95.53649,0.07942395,19.41371
0.028480532,0.025309185,0.01230841,0.005278637,0.8039824,3.309052,1.4935503,52.340904,0.12726465,14.936674
-0.035905913,0.006549724,0.017225148,-0.0013607773,4.0,2.7101336,1.5502007,100.775566,0.097615495,15.222012
-0.035959855,0.0065931343,0.017427243,-0.001319327,4.0,3.352127,1.5999268,98.86469,0.040981725,13.67617
-0.03595257,0.0066723437,0.01744433,-0.0013511447,-0.0034289223,3.01999,1.6243073,99.60714,0.12543651,14.3621025
-0.03589165,0.006604056,0.01738139,-0.0013857604,0.61245006,2.6681995,1.5999249,99.007675,0.08571733,17.63838
-0.0358795,0.0066453097,0.017300552,-0.0013876201,3.706701,3.6233788,1.5980747,107.054245,0.056665596,17.105621
-0.0360042,0.0066439314,0.017503683,-0.0013229332,0.5217244,2.881096,1.599862,94.7434,0.09658324,17.252785
-0.03587708,0.0065773353,0.017148377,-0.0014377049,4.0,2.8380387,1.5998303,100.048676,0.1031981,10.222872
-0.03609649,0.0068223695,0.017367005,-0.0015210016,0.011920188,3.235215,1.6001858,79.12788,0.13490282,12.543204
-0.036023673,0.006763472,0.017302955,-0.0015019197,3.7177453,3.4053895,1.5994971,146.64589,0.10804789,15.623417
0.015444379,0.016894389,-7.800571e-05,-0.0058224173,0.6074728,3.5928853,1.5855511,105.65428,0.05764301,18.882488
0.02673576,0.025400251,0.011677195,0.006109038,2.5704174,3.5130494,1.4811767,34.252697,0.068076834,17.438547
-0.035923455,0.006642201,0.017373584,-0.0013589157,4.0,4.0846605,1.5993428,88.96356,0.12776455,12.861843
